,UID,name,rating,brewery,style,abv
8665,662,Test Piece: Galaxy and Strata,3.75,Cinderlands Beer Co.,American Imperial IPA,?
8666,662,Test Piece: Motueka and Ekuanot,3.9,Cinderlands Beer Co.,American IPA,6.50
8667,662,Test Piece: Southern Passion,4.0,Cinderlands Beer Co.,American IPA,?
8668,662,Test Piece: Strata and Citra,4.05,Cinderlands Beer Co.,American IPA,6.40
8669,662,The Paddler,4.0,Grist House Craft Brewery,American Wild Ale,7.50
8670,662,Tracks Again,4.0,Cinderlands Beer Co.,German Pilsner,4.60
8671,662,Tropic Smooth,3.68,Stillwater Artisanal Ales,American Imperial IPA,8.00
8672,662,Under The Radar,3.6,Hitchhiker Brewing Company,American Black Ale,6.80
8673,662,______Cherry Lime,3.75,Dancing Gnome,American Wild Ale,4.00
8674,96,26.2,3.75,Boston Beer Company (Samuel Adams),Leipzig Gose,4.50
8675,92,Blanche De Chambly,3.95,Unibroue,Belgian Witbier,5.00
8676,312,Extra-Hopped Lost Sailor India Pale Ale,3.84,Berkshire Brewing Company Inc.,English India Pale Ale (IPA),?
8677,312,Froot Zoot: Orange and Lime,2.27,Castle Island Brewing Co.,Berliner Weisse,4.00
8678,312,Night Swim'Ah,4.18,Revival Brewing Co.,Belgian Witbier,4.70
8679,186,Red Dog,2.1,Miller Brewing Co.,American Adjunct Lager,5.00
8680,54,Remain In Light,4.0,Cambridge Brewing Company,American Lager,5.00
8681,312,Shark Tracker Light Lager,2.45,Cisco Brewers Inc.,American Light Lager,4.80
8682,312,Steel Rail Extra Pale Ale,4.14,Berkshire Brewing Company Inc.,American Pale Ale (APA),5.30
8683,312,Tell Tale Pale Ale,4.21,Mast Landing Brewing Company,American Pale Ale (APA),5.30
8684,312,Tuna Session India Pale Ale,4.46,Half Acre Beer Company,American Pale Ale (APA),4.70
8685,312,UFO Georgia Peach,4.27,Harpoon Brewery & Beer Hall,German Hefeweizen,4.80
8686,312,Weissenheimer Hefeweizen,4.42,DESTIHL Brewery,German Hefeweizen,5.20
8687,312,Wyld Extra Pale Ale,3.86,Uinta Brewing Company,American Pale Ale (APA),4.00
8688,312,XPA (Extra Pale Ale),3.36,High & Mighty Beer Co.,American Pale Ale (APA),5.00
8689,334,Ex-Girlfriend Amber,3.56,Brooks Brewing,American Amber / Red Ale,5.00
8690,71,Mayan Mocha Stout,3.5,Odd Side Ales,American Stout,6.50
8691,692,F Bomb DIPA,3.4,Frogg Brewing,American Imperial IPA,8.40
8692,692,Lifestyle Coaching Empire,4.18,Mystic Brewery,American Imperial IPA,8.50
8693,22,One Hop This Time: Citra,4.38,Night Shift Brewing,American IPA,6.00
8694,686,Permutation Series #49: Double IPA w/ El Dorado & Lactose,4.74,Trillium Brewing Company,American Imperial IPA,8.30
8695,295,Pleasant Surprise,4.54,Henry and Fran Brewing Company,American Imperial IPA,8.00
8696,692,Rolling In Clouds,4.0,Finback Brewery,American IPA,7.10
8697,692,Shed IPA,3.94,The Shed Brewery,English India Pale Ale (IPA),6.00
8698,692,Springdale Where Am I?,4.02,Springdale Barrel Room,American Imperial IPA,8.30
8699,102,The Fruit That Ate Itself,4.15,Foam Brewers,American IPA,7.20
8700,112,The Great Return,3.79,Hardywood Park Craft Brewery,American IPA,7.50
8701,692,West To East,3.93,Pipe Dream Brewing,American IPA,6.50
8702,403,Whistle Punk,4.27,Sebago Brewing Company,American Imperial IPA,8.20
8703,692,World Gone,3.9,The Bronx Brewery,New England IPA,7.00
8704,62,Anchor IPA,3.5,Anchor Brewing Company,American IPA,6.50
8705,635,Belly Of The Beast - Imperial Bacon Stout,4.42,Rockingham Brewing Company,American Imperial Stout,8.50
8706,38,Blah Blah Blah IPA,3.3,21st Amendment Brewery,American Imperial IPA,8.00
8707,692,Call It A Day,4.08,Moat Mountain Smoke House & Brewing Co.,American Imperial IPA,8.00
8708,262,Damn Sure,4.43,Henniker Brewing Co.,American Imperial IPA,8.50
8709,384,Hop Slinger India Pale Ale,3.69,Henniker Brewing Co.,American IPA,7.00
8710,134,Laser Cat,4.02,Medusa Brewing Company,New England IPA,8.00
8711,67,Lift Off,3.8,Daredevil Brewing Co,American IPA,7.20
8712,111,Limbo IPA,3.94,Long Trail Brewing Co.,American Imperial IPA,7.60
8713,65,Smithwick's Imported Premium Irish Ale,3.53,Guinness Ltd.,Irish Red Ale,4.50
8714,692,Three Little Pigs,3.85,Rockingham Brewing Company,Belgian Tripel,9.20
8715,1,Valor Ale,3.41,14th Star Brewing Co.,American Amber / Red Ale,5.40
8716,692,Victory Nor Defeat,3.78,The Able Ebenezer Brewing Company,American Imperial IPA,8.00
8717,23,Bad Boy,4.45,Alpine Beer Company,American Imperial IPA,9.00
8718,23,Keene Idea,4.5,Alpine Beer Company,American Imperial IPA,8.88
8719,450,Amsterdam Cruiser,3.63,Amsterdam Brewing Company,American Pale Ale (APA),4.90
8720,450,Amsterdam Oranje Weisse,3.45,Amsterdam Brewing Company,Belgian Witbier,5.00
8721,450,Amsterdam Tempest Imperial Stout,3.96,Amsterdam Brewing Company,Russian Imperial Stout,9.00
8722,450,Birdseye Pale Ale,3.9,Maybee Brewing Company,American Pale Ale (APA),5.50
8723,450,Canon Franchetti (Cappuccino Stout),4.09,Brasseurs du Petit-Sault,American Stout,4.60
8724,389,Day Of The Dead Beer (Cerveza De Los Muertos) Hop On Or Die DOA IPA,3.23,Cerveceria Mexicana S.A. De C.V.,English India Pale Ale (IPA),6.80
8725,450,Disruption,4.21,Category 12 Brewing,American Black Ale,6.70
8726,450,Elevensies Espresso Stout,3.87,Maybee Brewing Company,American Stout,5.50
8727,450,Flacatoune,3.67,Microbrasserie Charlevoix,Belgian Pale Ale,7.00
8728,450,KLB Raspberry Wheat Beer,2.81,Amsterdam Brewing Company,Fruit and Field Beer,4.50
8729,450,Key West Sunset Ale,2.21,Florida Beer Company,American Amber / Red Ale,4.80
8730,450,Lawless IPA,1.91,Prohibition Brewing Company,American IPA,5.00
8731,450,Mill Street Cassis,3.35,Mill Street Brew Pub,Fruit and Field Beer,4.80
8732,450,Mill Street Vanilla Porter,3.31,Mill Street Brew Pub,English Porter,5.00
8733,450,Mill Street West Coast Style IPA,3.79,Mill Street Brew Pub,American IPA,6.60
8734,403,Otter Creek Fresh Slice,2.0,Otter Creek Brewing,Belgian IPA,5.50
8735,450,Otter Creek Steampipe Cali-Style Common,3.92,Otter Creek Brewing,California Common / Steam Beer,6.00
8736,10,Propeller Extra Special Bitter (ESB),4.14,Propeller Brewery,English Extra Special / Strong Bitter (ESB),5.00
8737,450,Propeller Revolution,4.0,Propeller Brewery,Russian Imperial Stout,8.00
8738,450,Pugnacious Pale Ale,2.9,Grand River Brewing,American Pale Ale (APA),4.50
8739,450,Punch Bowl IPA,4.0,Russell Brewing Company,American IPA,6.50
8740,450,Red Betty I.S.A.,3.31,Central City Brewers + Distillers,American IPA,4.00
8741,450,Red Racer I.S.A.,2.99,Central City Brewers + Distillers,American IPA,4.00
8742,450,Red Racer Radler,2.09,Central City Brewers + Distillers,Fruit and Field Beer,3.50
8743,450,Samuel Adams Nitro IPA,3.43,Boston Beer Company (Samuel Adams),American IPA,7.50
8744,450,St-Ambroise Stout Impériale Russe,4.15,McAuslan Brewing,Russian Imperial Stout,9.20
8745,450,Stumbling Goat,3.5,Cannery Brewing Company,German Maibock,6.50
8746,450,Super Fearless,3.39,Dead Frog Brewing,American Imperial IPA,9.00
8747,450,The Darkness Cascadian Dark Ale,3.45,Boxing Rock Brewing Co.,American Black Ale,6.50
8748,450,Yippee IPA,3.06,Picaroons Traditional Ales,English India Pale Ale (IPA),6.50
8749,101,Amsterdam Boneshaker IPA,3.77,Amsterdam Brewing Company,American IPA,7.10
8750,159,Apricot De Brettaville,4.06,Almanac Beer Co.,American Brett,6.50
8751,450,Black Banks Cascadian Dark Ale,4.06,Prince Edward Island Brewing Company,American Black Ale,6.20
8752,450,Black Oak Ten Bitter Years,3.79,Black Oak Brewing Co.,American Imperial IPA,8.00
8753,450,Bottle Blonde Blonde Rye Ale,3.47,Boxing Rock Brewing Co.,American Blonde Ale,5.00
8754,450,Don Valley Bench,3.66,Mill Street Brew Pub,German Hefeweizen,4.80
8755,4,Flying Monkeys The Chocolate Manifesto,8.3,Flying Monkeys Craft Brewery,English Sweet / Milk Stout,10.00
8756,450,Got To Gose,4.28,Boston Beer Company (Samuel Adams),Leipzig Gose,4.80
8757,450,Hoppy Buoy,3.89,Garrison Brewing Company,American IPA,6.50
8758,450,Innis & Gunn Bourbon Stout,2.58,Innis & Gunn,English Stout,7.40
8759,450,Iron Bridge Brown Ale,3.72,The Gahan House,English Brown Ale,5.00
8760,450,Maritime Black IPA,3.81,Grimross Brewing Co.,American IPA,6.20
8761,450,Maritime Pale Ale,3.94,Grimross Brewing Co.,American Pale Ale (APA),5.60
8762,450,Martello Stout,2.76,Garrison Brewing Company,English Stout,4.80
8763,450,Mill Street Big League IPA,2.94,Mill Street Brew Pub,American IPA,7.00
8764,31,Mill Street Brewery Cobblestone Stout,2.74,Mill Street Brew Pub,Irish Dry Stout,4.20
8765,450,Mill Street Madawaska Maple Ale,3.76,Mill Street Brew Pub,Irish Red Ale,5.00
8766,450,Muskoka Twice As Mad Tom IPA,3.65,Muskoka Brewery,American Imperial IPA,8.40
8767,450,Muskoka Winter Weiss,3.53,Muskoka Brewery,German Dunkelweizen,5.00
8768,450,NetherWorld Cascadian Dark Ale,3.48,Flying Monkeys Craft Brewery,American Black Ale,6.00
8769,450,Nine Locks ESB,3.92,Nine Locks Brewing Company,English Extra Special / Strong Bitter (ESB),5.60
8770,450,Otter Creek Citra Mantra,3.58,Otter Creek Brewing,American Lager,5.75
8771,450,Red Racer Imperial IPA,4.0,Central City Brewers + Distillers,American Imperial IPA,9.00
8772,450,Red Racer India Style Red Ale,3.52,Central City Brewers + Distillers,English Extra Special / Strong Bitter (ESB),5.50
8773,450,Red Racer Pumpkin Ale,4.04,Central City Brewers + Distillers,Pumpkin Beer,5.00
8774,356,Samuel Adams Holiday Porter,3.67,Boston Beer Company (Samuel Adams),American Porter,5.80
8775,450,Spruce Beer,4.29,Garrison Brewing Company,Herb and Spice Beer,7.50
8776,450,Sunken Ledge Porter,2.85,Boxing Rock Brewing Co.,English Porter,5.00
8777,450,The Vicar's Cross,3.11,Boxing Rock Brewing Co.,American Imperial IPA,8.50
8778,450,U-889,4.09,Boxing Rock Brewing Co.,Russian Imperial Stout,8.89
8779,450,Work Horse IPA,3.43,Maybee Brewing Company,American IPA,7.20
8780,58,XS Imperial India Pale Ale,4.25,Rogue Ales,American Imperial IPA,9.50
8781,450,Yakima IPA,4.55,Microbrasserie Le Castor,American IPA,6.50
8782,1000,Citra + Medusa,4.24,Other Half Brewing Co.,American Imperial IPA,8.50
8783,261,D2H3 - Motueka,3.92,Tired Hands Brewing Company,American Pale Ale (APA),5.50
8784,1000,Disco Stu Likes Disco Mosaic,4.19,Fieldwork Brewing Co.,American Imperial IPA,9.00
8785,488,Dog & Pony Show,3.59,Notch Brewing,American Pale Wheat Ale,4.00
8786,299,Double Dry Hopped Cheddar,4.46,Other Half Brewing Co.,New England IPA,7.90
8787,1000,Helles Other People,3.71,Tired Hands Brewing Company,German Helles,5.30
8788,310,"I'm So Excited, I'm So Scared",4.35,Funky Buddha Brewery,American Imperial Stout,10.00
8789,126,Lovells Island,4.03,Trillium Brewing Company,American IPA,6.80
8790,1000,Luminati,3.99,Lamplighter Brewing Company,American IPA,6.90
8791,1000,Mystic Topaz,4.04,Revision Brewing Company,New England IPA,7.00
8792,1000,Nauset Lighthouse,3.9,Trillium Brewing Company,American Imperial IPA,8.90
8793,1000,Permutation Series #10: Wild Ale With Cherries Aged In Bourbon Barrels,4.17,Trillium Brewing Company,American Wild Ale,10.50
8794,25,The Crisp,4.02,Sixpoint Brewery,German Pilsner,5.40
8795,261,Today Will Be A Good Day,3.85,Tired Hands Brewing Company,American IPA,6.00
8796,706,Trillium / Great Notion - Rocky Road,4.5,Trillium Brewing Company,American Imperial Stout,11.50
8797,664,Dang!,3.65,Big Oyster Brewery,American IPA,5.80
8798,1000,EmpyReal,3.79,Plan Bee Farm Brewery,American Wild Ale,?
8799,1000,Fidlar,4.2,Lone Pine Brewing Company,American Imperial IPA,8.10
8800,824,Florette,4.47,Allagash Brewing Company,Belgian Pale Ale,6.80
8801,1000,Fresh Boysen,4.16,Springdale Barrel Room,American Wild Ale,6.00
8802,1000,J.R.E.A.M. - Double Boysenberry Black Currant,4.3,Burley Oak Brewing Co.,American Wild Ale,7.00
8803,1000,MoonJuice IPA,3.48,SanTan Brewing Co.,American IPA,7.10
8804,1000,Orange Muscat Lineage Rye,4.33,Trillium Brewing Company,American Wild Ale,10.30
8805,998,Permutation Series #45: Double IPA w/ Mosaic,4.4,Trillium Brewing Company,American Imperial IPA,9.40
8806,1000,Pineapple Tesselation,4.06,Lone Pine Brewing Company,American Imperial IPA,8.10
8807,221,Prodigal,4.25,Perennial Artisan Ales,American Imperial Stout,11.50
8808,322,Provenance - Lemon And Lime,3.75,Jester King Brewery,Belgian Saison,6.00
8809,1000,Raspberry Fields,3.83,Lamplighter Brewing Company,American Blonde Ale,7.80
8810,1000,Saddle Mountain Saison,4.11,Arizona Wilderness Brewing Co.,Belgian Saison,5.90
8811,1000,Salt River Saison,3.97,Arizona Wilderness Brewing Co.,Belgian Saison,5.70
8812,1000,Sibling Maker,4.19,Jack's Abby Brewing,British Barleywine,12.60
8813,992,Small Green Everything,4.04,Other Half Brewing Co.,New England IPA,5.00
8814,1000,Trillium / The Veil - Stroka,4.41,Trillium Brewing Company,American Wild Ale,7.30
8815,1000,Vanlife IPA,3.99,Orono Brewing Company,New England IPA,6.10
8816,1000,Very Tricky Species,4.06,Cushnoc Brewing Co,Belgian Saison,5.40
8817,434,Zwickel Beer,3.93,Notch Brewing,German Kellerbier / Zwickelbier,4.50
8818,40,Baykeeper IPA,3.9,Anchor Brewing Company,American IPA,7.00
8819,40,Double Dry-Hopped 18-Watt Session IPA,3.95,SingleCut Beersmiths,American IPA,5.00
8820,40,ERIC More Cowbell! Chocolate Milk Stout,4.0,SingleCut Beersmiths,English Sweet / Milk Stout,6.00
8821,40,Green Trail India Pale Ale,4.49,Ithaca Beer Company,American IPA,6.00
8822,40,Keith SW4 DDH London Ale,3.07,SingleCut Beersmiths,English India Pale Ale (IPA),4.80
8823,40,Kua Bay IPA,3.53,Kona Brewing Co.,American IPA,7.30
8824,40,Marzen Attacks!,4.14,Captain Lawrence Brewing Co.,German Märzen / Oktoberfest,5.00
8825,40,Platonic Love,4.04,Ithaca Beer Company,American Imperial IPA,8.00
8826,40,Saranac Irish Red Ale,3.76,Matt Brewing Company / Saranac Brewery,Irish Red Ale,4.50
8827,288,Brain Squeeze Raspberry/Peach Smoothie Sour,3.91,Drekker Brewing Company,Berliner Weisse,5.20
8828,122,Space Race,4.17,Surly Brewing Company,New England IPA,7.60
8829,202,51K IPA,4.19,Blackrocks Brewery,American IPA,7.00
8830,908,Devil Dog Imperial IPA,3.94,Laughing Dog Brewing,American Imperial IPA,10.00
8831,530,Freedom Of '78,4.1,Short's Brewing Company,American IPA,7.00
8832,131,Godmother,3.93,Lord Hobo Brewing Company,American Imperial Stout,12.00
8833,162,Left Field Laser Show,4.04,Left Field Brewery,American Imperial IPA,8.00
8834,206,Mad Hatter,4.25,New Holland Brewing Company,American IPA,7.00
8835,131,PILS,3.77,Lord Hobo Brewing Company,German Pilsner,5.20
8836,18,The Mighty Shorse,3.69,Short's Brewing Company,American Imperial IPA,7.80
8837,809,Altair,4.03,Wild Heaven Beer,American IPA,6.20
8838,278,Chopsecutioner,2.96,Terrapin Beer Company,American IPA,5.00
8839,578,Cumulus Lupulus,4.24,Terrapin Beer Company,American Imperial IPA,8.10
8840,159,Ee Tah! IPA,4.0,Anderson Valley Brewing Company,American IPA,7.50
8841,126,Exodus Porter,4.0,SweetWater Brewing Company,American Porter,6.60
8842,24,George Killian's Irish Red,2.69,Coors Brewing Company (Molson-Coors),American Amber / Red Lager,4.90
8843,809,Grapefruit Hi-5 IPA,3.83,Terrapin Beer Company,American IPA,5.90
8844,809,Hobnail,4.08,The Southern Brewing Company,American IPA,6.50
8845,809,Oh Fantastic Then!,4.85,Creature Comforts,American Pale Ale (APA),5.60
8846,379,Sound Czech,3.66,Terrapin Beer Company,Bohemian Pilsener,5.50
8847,809,Tritonia,3.88,Creature Comforts,Leipzig Gose,4.50
8848,354,Dry Hop Sour,3.41,Blue Pants Brewery,American Wild Ale,5.50
8849,314,8 Ball Stout,3.92,Lost Coast Brewery and Cafe,English Oatmeal Stout,6.30
8850,314,Andechs Weissbier Dunkel,4.06,Klosterbrauerei Andechs,German Dunkelweizen,5.00
8851,232,Baba Black Lager,4.1,Uinta Brewing Company,German Schwarzbier,4.00
8852,314,Begyle Blonde,3.35,Begyle Brewing Company,American Blonde Ale,5.40
8853,314,Crimson Clover,3.89,Church Street Brewing Company,Irish Red Ale,5.00
8854,314,Dance With the Devil,4.49,Wolfden Brewing Company,Russian Imperial Stout,7.80
8855,314,Desert Dog Pale Ale,3.5,Sleepy Dog Brewery,American Pale Ale (APA),4.90
8856,314,Dragonhosen,3.2,Boulder Beer / Wilderness Pub,German Märzen / Oktoberfest,9.00
8857,314,Falling Colors,3.99,More Brewing Co.,American Porter,6.20
8858,69,Fat Pug,3.28,Maplewood Brewery & Distillery,English Sweet / Milk Stout,5.90
8859,236,Fireside Chat,4.43,21st Amendment Brewery,Winter Warmer,7.90
8860,314,Fox Rocker,3.5,Crystal Lake Brewing,American Amber / Red Ale,5.50
8861,92,Freedom Of Press,3.69,Revolution Brewing,Berliner Weisse,4.50
8862,314,Hickster,3.44,Scorched Earth Brewing Company,American Cream Ale,5.50
8863,314,JP’s Casper White Stout,3.87,Whole Hog Beer,American Stout,6.10
8864,314,Little Green Men,3.86,Lunar Brewing,American Pale Ale (APA),?
8865,314,Lucky SOB,3.24,Flying Dog Brewery,Irish Red Ale,5.50
8866,38,Luponic Distortion: Revolution No. 010,3.08,Firestone Walker Brewing Co.,American IPA,5.90
8867,314,Mango Suprise,3.12,Arcadia Brewing Company,American IPA,6.50
8868,314,Nadia Kali Hibiscus Saison,3.2,Great Divide Brewing Company,Belgian Saison,6.30
8869,314,Night Goat,4.06,The Devil's Trumpet Brewing Co.,American Stout,5.50
8870,314,Puffing Billy American Brown Ale w/Cacao Nibs,3.75,Around the Bend Beer Co.,American Brown Ale,6.90
8871,314,Rugged Coalminer,4.21,Scorched Earth Brewing Company,American Porter,5.90
8872,314,Single Speed,2.25,4 Hands Brewing Co.,American Blonde Ale,5.00
8873,314,Vanilla Stitches,3.81,More Brewing Co.,New England IPA,7.10
8874,314,Arcanum,4.08,Pollyanna Brewing Company,German Weizenbock,7.80
8875,314,Blackberry Allure,3.67,Pollyanna Brewing Company,Berliner Weisse,4.60
8876,314,Fourth Anniversary Lager,4.33,Pollyanna Brewing Company,American Lager,8.00
8877,314,Honeydew Howl,3.64,Wolfden Brewing Company,American Pale Wheat Ale,4.50
8878,225,Humpenscrump,4.03,Pollyanna Brewing Company,German Hefeweizen,5.20
8879,128,Imperial Neapolitan Milk Stout - Bourbon Barrel-Aged,4.13,Saugatuck Brewing Company,English Sweet / Milk Stout,10.50
8880,314,Lobo,4.86,Wolfden Brewing Company,American Stout,4.40
8881,314,Mazzie,3.99,Pollyanna Brewing Company,American Pale Ale (APA),5.40
8882,314,Summerly,4.83,Pollyanna Brewing Company,American Pale Wheat Ale,4.80
8883,71,The Full Lemonty,2.0,Pollyanna Brewing Company,American Blonde Ale,5.00
8884,171,Bibo,3.48,Creature Comforts,German Pilsner,4.90
8885,332,Euphonia,3.75,New Realm Brewing Company,Bohemian Pilsener,5.00
8886,456,Fire Ant Funeral,3.48,Texas Ale Project,American Amber / Red Ale,6.00
8887,456,Gordon Biersch Pilsner,4.0,Gordon Biersch Brewery Restaurant,German Pilsner,5.30
8888,456,Hannahatchee Creek IPA,4.12,Omaha Brewing Company,American IPA,6.60
8889,456,Hey Man,3.9,Oconee Brewing Company,American Blonde Ale,5.00
8890,113,Hi-Wire Lager,3.6,Hi-Wire Brewing,American Lager,4.60
8891,456,Laughing Skull Amber Ale,3.11,Atlanta Brewing Company,American Amber / Red Ale,5.70
8892,456,Mountain Jam,3.71,Southbound Brewing Company,American Lager,5.00
8893,456,The Local Brown Ale,4.28,Threefoot Brewing Company,American Brown Ale,5.90
8894,360,Torch Pilsner,3.93,Foothills Brewing Company - Downtown Brewpub,Bohemian Pilsener,5.30
8895,456,Watership Brown,3.23,Red Hare Brewing Company,American Brown Ale,7.20
8896,469,2020 IPA,3.97,Golden Road Brewing,American IPA,7.40
8897,469,Allegiance IPA,3.88,Bravery Brewing,American IPA,6.90
8898,469,Anchor Steam Beer - Dry-Hopped,3.95,Anchor Brewing Company,California Common / Steam Beer,5.40
8899,54,Bock Beer,3.0,Anchor Brewing Company,German Bock,5.50
8900,469,Burning Bush,3.75,Golden Road Brewing,American IPA,8.00
8901,469,Dinkelacker CD-Pils,4.1,Dinkelacker-Schwabenbraeu AG,German Pilsner,4.90
8902,469,E40,3.6,"City Brewing Company, LLC",American Malt Liquor,10.00
8903,469,Easy Beaver (Wheat Session IPA),3.45,Belching Beaver Brewery,American IPA,4.70
8904,469,Five Hop IPA,3.97,Sierra Nevada Brewing Co.,American IPA,5.80
8905,469,Freestyle Pilsner,3.45,Santa Fe Brewing Company,German Pilsner,5.50
8906,223,General Sherman IPA,3.29,Tioga-Sequoia Brewing Company,American IPA,7.50
8907,469,Guinness Red Harvest Stout,3.88,Guinness Ltd.,Irish Dry Stout,4.10
8908,469,Happy Camper IPA,3.85,Santa Fe Brewing Company,American IPA,6.60
8909,139,Iron Maiden Trooper,3.78,Robinsons Family Brewers,English Extra Special / Strong Bitter (ESB),4.70
8910,469,Köbi,3.65,Bravery Brewing,German Kölsch,5.50
8911,70,Lemongrass Luau,3.75,Kona Brewing Co.,Herb and Spice Beer,5.00
8912,469,Liberty IPA,4.0,Anchor Brewing Company,American IPA,6.30
8913,469,Red Betty IPA,3.6,Central City Brewers + Distillers,English India Pale Ale (IPA),6.50
8914,469,Samuel Adams Norse Legend Sahti,3.5,Boston Beer Company (Samuel Adams),Finnish Sahti,7.00
8915,469,Sancha,3.35,Riley's Brewing Company,American Blonde Ale,5.50
8916,469,Showdown Rye IPA,3.92,Great Divide Brewing Company,American Imperial IPA,8.30
8917,431,Sin Tax Imperial Peanut Butter Stout,4.89,Mother Earth Brew Co.,American Imperial Stout,8.10
8918,469,Suds Session Ale,4.3,Speakeasy Ales & Lagers,American Pale Ale (APA),4.70
8919,469,Tennent's Original Export Lager,4.0,Tennent Caledonian Breweries,European Pale Lager,5.00
8920,469,The Gunny,3.92,Bravery Brewing,American Strong Ale,7.50
8921,469,The Works IPA,3.97,Golden Road Brewing,American IPA,7.10
8922,469,Trader Session IPA,3.93,Uinta Brewing Company,American IPA,4.00
8923,371,Wexford Irish Cream Ale,3.55,Greene King / Morland Brewery,American Cream Ale,5.00
8924,469,Wiser Dude,3.88,The Dudes' Brewing Company,American Lager,5.00
8925,223,Alaskan Freeride APA,3.72,Alaskan Brewing Co.,American Pale Ale (APA),5.30
8926,469,Alchemy Ale,3.2,Widmer Brothers Brewing Company,American Pale Ale (APA),5.80
8927,469,Belgo Belgian India Pale Ale,3.38,New Belgium Brewing,Belgian IPA,7.00
8928,469,Big Daddy IPA,3.94,Speakeasy Ales & Lagers,American IPA,6.50
8929,469,Big Sur Golden,3.77,English Ales Brewery,American Blonde Ale,4.80
8930,419,Brewhouse Brown Ale,4.0,Real Ale Brewing Company,English Brown Ale,5.40
8931,469,Budweiser Black Crown,3.28,Anheuser-Busch,American Amber / Red Lager,6.00
8932,469,Cabrillo Kölsch,3.3,Golden Road Brewing,German Kölsch,5.00
8933,469,Chasin' Freshies 2012 - Cascade,3.62,Deschutes Brewery,American IPA,7.40
8934,469,Corkscrew Ale,3.6,English Ales Brewery,English Bitter,4.20
8935,469,Dark Depths,4.2,Boston Beer Company (Samuel Adams),Baltic Porter,7.60
8936,469,Elemental Pilsener,3.55,Lightning Brewery,German Pilsner,5.50
8937,133,Get Up Offa That Brown,3.86,Golden Road Brewing,English Brown Ale,5.50
8938,469,Grumpy Monk,3.5,Boston Beer Company (Samuel Adams),Belgian IPA,5.70
8939,469,Hopside Down India Style Pale Lager,3.85,Widmer Brothers Brewing Company,American Lager,6.70
8940,469,Miller Fortune,3.45,Miller Brewing Co.,American Amber / Red Lager,6.90
8941,469,Newcastle Werewolf,3.1,Heineken Nederland B.V.,Irish Red Ale,4.50
8942,469,Nimbus Dirty Güera (Blonde) Ale,3.3,Nimbus Brewing Company,American Blonde Ale,3.50
8943,159,Organic West Coast IPA,3.75,Eel River Brewing Co.,American IPA,7.20
8944,232,Our Special Ale 2013 (Anchor Christmas Ale),3.99,Anchor Brewing Company,Winter Warmer,5.50
8945,469,Point The Way,3.7,Golden Road Brewing,American IPA,5.90
8946,469,Red Hoptober,3.15,New Belgium Brewing,American Amber / Red Ale,6.00
8947,469,Redhook Audible Ale,3.85,Redhook Ale Brewery,American Pale Ale (APA),4.70
8948,469,Redhook Copperhook,3.38,Redhook Ale Brewery,American Amber / Red Ale,5.80
8949,469,Redhook Pilsner,3.88,Redhook Ale Brewery,Bohemian Pilsener,5.30
8950,384,Redhook Winterhook,3.83,Redhook Ale Brewery,Winter Warmer,6.00
8951,469,Rio Blanco Pale Ale,3.1,Real Ale Brewing Company,American Pale Ale (APA),5.20
8952,469,Samuel Adams Dunkelweizen,3.0,Boston Beer Company (Samuel Adams),German Dunkelweizen,5.10
8953,154,Samuel Adams Harvest Pumpkin Ale,2.82,Boston Beer Company (Samuel Adams),Pumpkin Beer,5.70
8954,469,Samuel Adams Hazel Brown,3.0,Boston Beer Company (Samuel Adams),American Brown Ale,5.20
8955,469,Samuel Adams Whitewater IPA,3.5,Boston Beer Company (Samuel Adams),American IPA,5.80
8956,10,Tasman Red IPA,3.65,Boston Beer Company (Samuel Adams),American IPA,6.75
8957,469,Third Voyage Double IPA,3.85,Boston Beer Company (Samuel Adams),American Imperial IPA,8.00
8958,469,Wild Hare Pale Ale,3.89,Spoetzl Brewery / Shiner,American Pale Ale (APA),5.50
8959,514,3 Degrees Of Celebration,4.09,Green Flash Brewing Co.,American Imperial IPA,10.50
8960,514,B.O.R.I.S. The Crusher - Extended Barrel-Aged,4.48,Hoppin' Frog Brewery,Russian Imperial Stout,9.40
8961,514,Barrel-Aged Old Kaya Dog,3.73,Tighthead Brewing Company,American Barleywine,10.30
8962,78,Bavik Super Pils,3.85,De Brabandere,Bohemian Pilsener,5.20
8963,514,Beer Camp Across The World: Ginger Lager,3.94,Sierra Nevada Brewing Co.,Herb and Spice Beer,6.20
8964,514,Beer Camp Across The World: Hoppy Belgian-Style Golden Ale,3.99,Sierra Nevada Brewing Co.,Belgian Strong Pale Ale,8.00
8965,514,Beer Camp Across The World: Thai-Style Iced Tea Ale,3.53,Sierra Nevada Brewing Co.,Herb and Spice Beer,7.20
8966,220,Beer Camp Across the World: East Meets West IPA,8.32,Sierra Nevada Brewing Co.,American IPA,7.00
8967,514,Citradelic Exotic Lime Ale,3.54,New Belgium Brewing,Fruit and Field Beer,5.20
8968,514,Cooper Project No. 2: BA Blonde Doppelbock,4.21,Goose Island Beer Co.,German Doppelbock,9.20
8969,202,Darkness-Barrel Aged 2016,4.29,Surly Brewing Company,Russian Imperial Stout,12.00
8970,514,Forty Weight,4.49,Crystal Lake Brewing,American Imperial Stout,9.90
8971,361,Fresh Triple IIPA,4.12,Hubbard's Cave Brewery,American Imperial IPA,10.50
