,UID,name,rating,brewery,style,abv
14002,584,Feed The Monster,4.46,The Rare Barrel,American Wild Ale,6.20
14003,208,Frontside Lipslide,4.04,Al's of Hampden / Pizza Boy Brewing,American Imperial IPA,10.00
14004,584,Jacuzzerooski,4.1,Hoof Hearted Brewing,American Imperial IPA,8.00
14005,584,Lactobacillus Grapefruit Grove,3.99,Cigar City Brewing,American Wild Ale,?
14006,584,Recertified,4.2,Brew Gentlemen,American Imperial IPA,8.00
14007,584,Store Bought Is Fine,3.88,Stickman Brews,American IPA,7.90
14008,584,Tailpipin',3.6,Hoof Hearted Brewing,American IPA,6.50
14009,584,The Awakening Coffee Stout,4.41,Angry Chair Brewing,American Stout,6.60
14010,584,The Cut: Riesling,4.43,Casey Brewing & Blending,Belgian Saison,?
14011,120,Tickling The Ivories,4.1,Hoof Hearted Brewing,New England IPA,7.20
14012,584,U Mad Bro?,4.16,Stickman Brews,American IPA,6.50
14013,584,Wet When Slippery,4.21,Hoof Hearted Brewing,American Imperial IPA,8.00
14014,187,Boondocks Dry Irish Stout,4.0,Reckless Ale Works,Irish Dry Stout,5.50
14015,187,First Cut IPA,4.29,Tröegs Brewing Company,American IPA,6.20
14016,187,Rhino Chasers Pilsner,3.65,Lost Rhino Brewing Company,Bohemian Pilsener,5.60
14017,187,Witness Tree Nut Brown,4.13,Antietam Brewery & Restaurant,American Brown Ale,5.20
14018,510,A Slice Of Hefen,4.03,La Cumbre Brewing Co.,German Hefeweizen,5.40
14019,510,Bobber Lager,3.03,Logboat Brewing Co.,Vienna Lager,4.90
14020,53,Bug Zapper,4.5,Avery Brewing Company,American Wild Ale,6.00
14021,510,Evil Haze Factory,4.19,WeldWerks Brewing Co.,American Imperial IPA,8.60
14022,53,Friek,4.12,Odell Brewing Company,American Wild Ale,6.50
14023,510,Frisches Bier,3.71,Narrow Gauge Brewing Company,German Kellerbier / Zwickelbier,5.20
14024,510,Huki Idol,3.73,Funky Buddha Brewery,American Imperial IPA,8.00
14025,510,Juicy Banger,3.77,Station 26 Brewing Co.,American IPA,7.40
14026,510,Keller Pils 2.0,4.14,WeldWerks Brewing Co.,German Kellerbier / Zwickelbier,4.40
14027,510,Mountain Haze,3.96,River North Brewery,American IPA,6.50
14028,510,Noyau,3.79,Central State Brewing,Belgian Saison,5.00
14029,353,Piña Colada Milkshake,3.88,WeldWerks Brewing Co.,New England IPA,8.00
14030,510,Pleroma,3.95,Omnipollo,American Wild Ale,6.00
14031,510,Santa's Little Helper 2018,3.82,Mikkeller ApS,Belgian Strong Dark Ale,10.90
14032,510,Seven Doors,4.07,TRVE Brewing Co.,Belgian Saison,6.10
14033,510,Short Sleeve Saison,3.74,Brewery Ommegang,Belgian Saison,4.50
14034,510,Whole Punch: Guava,4.13,Hitchhiker Brewing Company,American IPA,6.70
14035,123,.394 San Diego Pale Ale,3.5,AleSmith Brewing Company,American Pale Ale (APA),6.00
14036,510,2 Hour Delay,3.54,412 Brewery,American Brown Ale,8.60
14037,510,Base Weight,3.81,Shared Brewing,Robust Porter ,7.00
14038,510,Brazzle Sour Golden Raspberry,4.17,Odell Brewing Company,American Wild Ale,5.40
14039,510,Count Orlok,3.93,Urban Chestnut Brewing Company - Midtown Brewery & Biergarten,Pumpkin Beer,5.40
14040,171,Cuvee Ange,3.87,4 Hands Brewing Co.,American Wild Ale,5.50
14041,510,Hoppier Than Helles,4.04,Cigar City Brewing,German Helles,5.00
14042,38,Lomaland,3.2,Modern Times Beer,Belgian Saison,5.50
14043,510,Lucille,3.77,Terrapin Beer Company,American Imperial Stout,9.40
14044,510,Mmmhops,2.91,Mustang Brewing Company,American Pale Ale (APA),7.50
14045,510,Moon Monkey,3.61,Urban Chestnut Brewing Company - Midtown Brewery & Biergarten,American Pale Ale (APA),5.00
14046,510,Oneida,3.68,Modern Times Beer,American Pale Ale (APA),5.80
14047,137,Panama Krunkles,3.94,Terrapin Beer Company,American IPA,6.60
14048,510,Poolside Lager,3.93,Tonewood Brewing,American Adjunct Lager,5.20
14049,510,St. Bretta Citrus Saison,4.06,Crooked Stave Artisan Beer Project,American Brett,5.80
14050,510,St. Nikolaus Bock Bier,3.17,Pennsylvania Brewing Company,German Bock,6.00
14051,252,Stick's Pale Ale,3.5,Bootstrap Brewing,American Pale Ale (APA),5.50
14052,510,Stillwater / Two Roads - Ground Loop,3.82,Stillwater Artisanal Ales,Belgian Saison,4.50
14053,510,Table Nouveau,3.95,Shared Brewing,Belgian Saison,4.00
14054,510,Triangulation,3.71,Perrin Brewing Co.,English Oatmeal Stout,9.00
14055,510,Typhon,3.83,4 Hands Brewing Co.,Belgian Saison,6.50
14056,424,Unite The Clans,4.0,Third Space Brewing,Rye Beer,5.80
14057,353,Bird of Paradise (Raspberry/Passionfruit),4.23,Cerebral Brewing,Berliner Weisse,5.20
14058,329,Bomb Atomically,4.08,Monkish Brewing Co.,American Imperial IPA,8.30
14059,353,Cloud Party,4.36,Highland Park Brewery,New England IPA,8.30
14060,353,Detect Evil,4.04,Modern Times Beer,New England IPA,8.50
14061,353,Full Grown,4.23,Great Notion Brewing,American Imperial IPA,10.00
14062,353,Great Notion / Other Half - Homecoming,4.44,Great Notion Brewing,American Imperial IPA,8.40
14063,353,Haiku De Saison,4.08,Monkish Brewing Co.,Belgian Saison,6.30
14064,353,Increase The Fog Significantly,4.38,Monkish Brewing Co.,American Imperial IPA,10.00
14065,353,Juice Traveler,4.35,Moksa Brewing Company,American Imperial IPA,8.10
14066,353,Knead To Know,4.31,Mikkeller Brewing San Diego,American Wild Ale,5.70
14067,353,Los Angeles Fresh,4.31,Monkish Brewing Co.,American Imperial IPA,8.10
14068,353,Mikkeller / Barrier / Thin Man - See Delight,4.34,Mikkeller Brewing San Diego,American Imperial Stout,11.00
14069,353,Modern Times / Bearded Iris - Harvest Of Memories,4.66,Modern Times Beer,New England IPA,8.00
14070,212,Monkish / The Veil - Nighthawkz,3.55,Monkish Brewing Co.,American Imperial IPA,8.40
14071,353,Moonwake,4.37,Hudson Valley Brewery,American Black Ale,8.00
14072,353,No Backsies,3.96,Aslin Beer Company,German Hefeweizen,5.50
14073,353,Other Half / American Solera - OK...BK,3.88,Other Half Brewing Co.,American Imperial IPA,8.00
14074,353,Porch Bomb,4.02,Kings Brewing Company,American Imperial IPA,7.50
14075,330,Rinse In Riffs,4.18,Monkish Brewing Co.,American Imperial IPA,8.40
14076,353,Space Cookie - Pineapple,3.93,Monkish Brewing Co.,American Imperial IPA,8.30
14077,353,Static Electricity,3.96,Perennial Artisan Ales,American Imperial IPA,8.00
14078,353,Super Ripe,4.59,Great Notion Brewing,American Imperial IPA,9.50
14079,353,Tip of the Vibers,4.09,Fonta Flora Brewery,American Wild Ale,6.40
14080,353,Wiggle,4.04,Great Notion Brewing,American IPA,?
14081,353,X (Rye Whiskey Barrel Aged),4.52,Mikkeller Brewing San Diego,Russian Imperial Stout,16.00
14082,353,American Sour (2016),4.06,Grand Teton Brewing Co.,American Wild Ale,8.00
14083,353,Arbitrary Benchmark,4.42,Cerebral Brewing,New England IPA,6.80
14084,353,Cerebral / Kane - Feedback Loop,3.9,Cerebral Brewing,American Imperial IPA,7.80
14085,353,Citra + Azacca,4.4,Other Half Brewing Co.,New England IPA,8.50
14086,353,Dark Alley Barrel Aged,3.87,2 Row Brewing,American Imperial Stout,15.10
14087,353,Dark Sour Black Currant,4.06,Grand Teton Brewing Co.,American Wild Ale,7.00
14088,353,Death To False Beer,4.3,Modern Times Beer,American Imperial IPA,8.50
14089,353,Funky Blender - Nelson & Galaxy,4.29,Casey Brewing & Blending,Belgian Saison,7.00
14090,353,Heavy Hands,4.19,Spindletap Brewery,New England IPA,8.00
14091,353,Hops Drop IPA,4.21,Spindletap Brewery,New England IPA,6.50
14092,353,ImdonewithU,4.49,The Veil Brewing Co.,New England IPA,11.00
14093,353,Mr. Manager,4.09,Mikkeller Brewing San Diego,American Imperial IPA,8.00
14094,179,Never Never Gonnagetit Gonnagetit,4.76,The Veil Brewing Co.,Leipzig Gose,5.10
14095,353,Raspberry Lemonade Milkshake,4.14,WeldWerks Brewing Co.,New England IPA,6.50
14096,353,Spellbound,4.13,Wren House Brewing Co,American Imperial IPA,8.00
14097,353,Strawberry Whipz,3.95,Other Half Brewing Co.,American IPA,7.00
14098,353,"Trying To Get My Aroma, Bro",4.13,Revision Brewing Company,New England IPA,7.00
14099,353,Turbidity,4.19,Abnormal Beer Company,American Imperial IPA,8.50
14100,353,greenferrari,4.22,The Veil Brewing Co.,New England IPA,8.00
14101,353,redferrari,4.28,The Veil Brewing Co.,American Imperial IPA,8.00
14102,716,Bad Mother Shucker,3.37,Abita Brewing Co.,American Stout,8.00
14103,716,Brandy Barrel Aged Fleet Admiral,4.62,Ballast Point Brewing Company,Belgian Quadrupel (Quad),12.60
14104,716,Caboose Brown Ale,3.53,Caboose Brewing Co.,American Brown Ale,5.00
14105,716,Crossroads Lager,3.71,Caboose Brewing Co.,Vienna Lager,5.30
14106,112,Daylight Cravings,4.04,Brothers Craft Brewing,American Imperial Stout,10.50
14107,574,Horchata Turbodog,2.78,Abita Brewing Co.,English Brown Ale,6.00
14108,716,Jomo Vienna Lager,3.47,Starr Hill Brewery,Vienna Lager,4.60
14109,113,Kulture Clash,4.04,Rogue Ales,American Wild Ale,6.90
14110,62,Red Velvet (Nitro),3.48,Ballast Point Brewing Company,English Oatmeal Stout,5.50
14111,322,Sea Monster Imperial Stout,3.0,Ballast Point Brewing Company,American Imperial Stout,10.00
14112,716,Sharkinator,3.66,Lost Coast Brewery and Cafe,American IPA,4.80
14113,716,Uerige Doppelsticke,3.63,Uerige Obergärige Hausbrauerei,German Altbier,8.50
14114,370,Virtuale,4.41,Stone Brewing,American IPA,7.70
14115,7,Yorkshire Stingo,4.0,Samuel Smith Old Brewery (Tadcaster),English Strong Ale,8.00
14116,427,5Beans,3.65,Sixpoint Brewery,Baltic Porter,10.00
14117,332,Black Ox,4.0,Old Ox Brewery,American Porter,6.00
14118,716,Cack-a-lacky Ginger Pale Ale,3.3,Fullsteam Brewery,American Pale Ale (APA),5.00
14119,716,Craic Stout,3.77,Devils Backbone Brewing Company,Irish Dry Stout,4.60
14120,716,Cross Eyed Stranger,3.47,Devils Backbone Brewing Company,American IPA,7.80
14121,716,Davey Murray's Best Scotch Ale,3.77,Lagunitas Brewing Company,Scotch Ale / Wee Heavy,9.50
14122,55,Estrella Damm,3.0,Damm S. A.,European Pale Lager,5.40
14123,716,Pacificmost Mango & Guava Gose,3.26,Wicked Weed Brewing,Leipzig Gose,4.10
14124,716,Red Hoppocalypse Imperial Ale,3.83,Apocalypse Ale Works,American Imperial Red Ale,8.00
14125,716,Renegade IPA,3.62,Hop Stuff Brewery,American IPA,5.60
14126,716,Sixth Circle (collab W Parkway Brewing),3.46,Devils Backbone Brewing Company,American IPA,5.70
14127,716,Tides De Mars,3.44,Devils Backbone Brewing Company,French Bière de Garde,6.10
14128,151,Coffee & Pavlova,4.33,Carton Brewing Company,American Cream Ale,12.00
14129,920,Crowbars Up,4.36,Tired Hands Brewing Company,New England IPA,6.80
14130,920,DDH Milking It,4.27,Icarus Brewing Company,New England IPA,8.10
14131,920,DDH Power Juicer (10416),4.32,Icarus Brewing Company,American Imperial IPA,7.50
14132,261,Extra Knuckle,4.09,Tired Hands Brewing Company,New England IPA,6.30
14133,219,Frequency Illusion - Bramble,4.33,Tired Hands Brewing Company,American Wild Ale,7.20
14134,920,Garçon? Garçon!,4.43,Tired Hands Brewing Company,Belgian Saison,5.30
14135,920,Grassman,4.25,Tired Hands Brewing Company,New England IPA,8.70
14136,823,Guillemot Prunum,4.2,Tired Hands Brewing Company,Belgian Saison,8.50
14137,920,Interboro / Weldwerks - Madder Fatter Juicier,4.15,Interboro Spirits and Ales,American Imperial IPA,8.40
14138,920,Into the Big Wide Canyon with Jerry,4.47,Tired Hands Brewing Company,American Imperial IPA,8.20
14139,920,Jersey Triad (Brux),4.08,Icarus Brewing Company,New England IPA,7.90
14140,920,Kevbo,4.23,Plan Bee Farm Brewery,Belgian Saison,7.20
14141,462,Morning Bell - Coconut And Vanilla,4.59,Kane Brewing Company,American Imperial Porter,9.20
14142,920,Phrased #3,3.94,Idiom Brewing Co,New England IPA,7.50
14143,920,Toddy,4.1,Plan Bee Farm Brewery,American Wild Ale,?
14144,920,Touching The Sun,4.36,Icarus Brewing Company,American Imperial IPA,10.50
14145,920,Vlad To Be Here,4.14,Icarus Brewing Company,Russian Imperial Stout,14.50
14146,920,Yacht Shake,4.25,Icarus Brewing Company,New England IPA,8.00
14147,920,Black Tie Optional,4.24,Kane Brewing Company,American Brut IPA,6.40
14148,344,City To Shore,4.19,Cape May Brewing Company,American Imperial IPA,7.80
14149,920,Don't Haze Me Brux - Double Dry-Hopped,4.38,Icarus Brewing Company,American Pale Ale (APA),5.00
14150,920,Dualism,4.49,Tired Hands Brewing Company,Belgian Saison,?
14151,920,Extra Extra Knuckle,4.5,Tired Hands Brewing Company,New England IPA,8.60
14152,920,Foggy Diversion,4.1,Resident Brewing Co.,New England IPA,6.80
14153,920,Korova Milk Porter,4.03,Gnarly Barley Brewing Company,American Porter,6.40
14154,920,Power Juicer,4.25,Icarus Brewing Company,American Imperial IPA,7.50
14155,920,Rainbow Energy,4.25,The Courtyard Brewery,American Imperial IPA,?
14156,920,Sleep Walker,4.33,Magnify Brewing Company,American Imperial Stout,12.50
14157,920,Spelt Check,4.27,Icarus Brewing Company,American IPA,8.50
14158,920,Waikikamukau,4.17,Icarus Brewing Company,American Imperial IPA,7.70
14159,920,We Want the Galactic Gold! DDH,4.08,Icarus Brewing Company,New England IPA,8.10
14160,920,We Want the Idaho Gold,4.25,Icarus Brewing Company,American Imperial IPA,8.10
14161,468,Yacht Juice,4.12,Icarus Brewing Company,American IPA,7.70
14162,22,Belafonte,4.1,Night Shift Brewing,Belgian Saison,?
14163,22,Bretter Together,3.67,Night Shift Brewing,American IPA,6.60
14164,22,Buddha's Juice DIPA,4.1,Wormtown Brewery,American Imperial IPA,9.60
14165,22,Cacao Day & Night,4.19,Trillium Brewing Company,American Barleywine,10.00
14166,22,Double Dry Hopped Tell Tale Pale Ale,4.25,Mast Landing Brewing Company,American Pale Ale (APA),5.30
14167,22,Double Hop Hop,4.62,Aeronaut Brewing Company,American Imperial IPA,8.40
14168,22,Fire Barrel Red IPA,3.94,Bent Water Brewing Company,Rye Beer,5.60
14169,22,Folded Space,4.29,Stellwagen Beer Company,Russian Imperial Stout,9.30
14170,22,Folktour Hot Cocoa Porter,4.18,Down the Road Beer Co.,American Porter,7.00
14171,22,Found Objects,4.13,Relic Brewing Co.,American Imperial IPA,8.40
14172,22,Hyperfocus,4.1,Aeronaut Brewing Company,New England IPA,6.80
14173,22,Strong Female Lead,4.0,Night Shift Brewing,American IPA,4.50
14174,22,Upward,4.03,Progression Brewing Company,American IPA,7.20
14175,22,Whale Watcher,4.24,Stellwagen Beer Company,American IPA,4.50
14176,22,398,4.04,Mayflower Brewing Company,American Imperial IPA,8.00
14177,22,Cannonball Australian Pale Ale,4.21,Scottsdale Beer Company,American Pale Ale (APA),6.20
14178,22,Citra Pukwudgie,3.83,Down the Road Beer Co.,American Pale Ale (APA),4.50
14179,22,Crankenstein 001,4.11,Stony Creek Brewery,American IPA,7.20
14180,22,Downshift Session IPA,3.97,Scottsdale Beer Company,American IPA,5.20
14181,22,East By Northwest,4.28,Untold Brewing,American IPA,6.80
14182,22,East Coast Grove Unfiltered IPA,4.34,Scottsdale Beer Company,American IPA,6.90
14183,22,Lunch Break (Session India Pale Ale),4.07,Breakside Brewery,American IPA,4.70
14184,22,Maya Mae,4.0,Wash Ashore Beer Company,American IPA,6.50
14185,22,Mosaicus,4.33,The Tap Brewing Company,American IPA,6.30
14186,22,Northwest-Hero,4.05,Revolution Brewing,American IPA,7.10
14187,22,SBC German Hefeweizen,4.1,Scottsdale Beer Company,German Hefeweizen,4.80
14188,22,Twine Cutter,3.94,Shovel Town Brewery,American Pale Ale (APA),6.20
14189,22,Vern,4.08,Castle Island Brewing Co.,American Pale Wheat Ale,6.80
14190,223,Dank & Sticky IPA (The Hop Freshener Series),4.59,The Hop Concept Brewing,American Imperial IPA,8.50
14191,143,Don't Look Back,3.56,Bunker Brewing Co.,American Imperial IPA,?
14192,62,Frühstück Stout,4.23,Neshaminy Creek Brewing Company,American Imperial Stout,10.00
14193,442,Jersey Devil Double IPA,3.99,Brotherton Brewing Company,American Imperial IPA,8.20
14194,442,Juiced IPA,3.97,River Horse Brewing Co.,American IPA,8.50
14195,442,Largemouth IPA,4.02,Wallenpaupack Brewing Company,American IPA,6.80
14196,442,Machine Czech Pilz,3.98,Bunker Brewing Co.,Bohemian Pilsener,5.20
14197,442,Mocha Lisa,4.04,River Horse Brewing Co.,American Porter,9.00
14198,442,Nocturnal Black Lager,3.82,Wallenpaupack Brewing Company,German Schwarzbier,3.90
14199,434,Official American Wheat IPA,3.99,Bell's Brewery - Eccentric Café & General Store,American Pale Wheat Ale,6.40
14200,341,Raincloud - Peanut Butter,4.91,Foolproof Brewing Company,Robust Porter ,5.40
14201,442,Stereophonic,4.07,Ex Novo Brewing,American IPA,7.50
14202,442,Transgression Culture: Blueberry Cobbler Imperial Stout,4.2,Foreign Objects Beer Company,American Imperial Stout,12.00
14203,442,Wild*Boy Hopped Lager,3.94,Straub Brewery,American Lager,5.60
14204,442,Abandoned Mine Barleywine,2.36,Breaker Brewing Company,American Barleywine,10.00
14205,442,Accident In Hubbard's Cave,4.51,Hubbard's Cave Brewery,American Imperial Stout,10.50
14206,145,"Dr. Zaic, Dr. Zaic",4.0,Ithaca Beer Company,American IPA,7.50
14207,442,Fiddy Two,3.54,Urban Village Brewing Company,American IPA,5.20
14208,442,Flirp,3.04,Three 3's Brewing Co.,American IPA,6.60
14209,442,Genesee Brew House Scotch Ale,3.56,Genesee Brew House,Scotch Ale / Wee Heavy,7.50
14210,442,Midnight City,4.12,Connecticut Valley Brewing,American Imperial IPA,8.60
14211,226,Pig Factory,4.08,Foreign Objects Beer Company,American Imperial IPA,8.40
14212,442,Ralphius,4.16,Free Will Brewing Co.,Russian Imperial Stout,16.60
14213,442,Star Gazer,3.96,Connecticut Valley Brewing,American Imperial IPA,8.10
14214,25,Vermont Double IPA,4.08,Long Trail Brewing Co.,American Imperial IPA,8.30
14215,18,80 Cents to the Dollar,4.16,Goose Island Clybourn,American Pale Ale (APA),7.00
14216,18,Agent Goldbrew,3.14,Scorched Earth Brewing Company,American Stout,6.40
14217,18,AnAether One Bites the Dust,3.5,Canton Brew Works,American IPA,6.00
14218,18,Cliff Diving with Gamora,4.06,Canton Brew Works,American IPA,7.60
14219,18,Diamond Cutter,3.71,Canton Brew Works,Belgian Blonde Ale ,6.00
14220,18,Dragon Fruit Berliner,3.09,Perrin Brewing Co.,Berliner Weisse,4.50
14221,18,"Eh, Waddaya-Gonnado",3.74,Triple 7 Restaurant and Brewery,American Imperial Red Ale,8.50
14222,18,Fizzle Drizzle Key Lime Pie,4.54,Maplewood Brewery & Distillery,American Wild Ale,?
14223,18,Harry Porter,3.85,Hop Nuts Brewing,American Porter,6.80
14224,18,House Lion,4.0,Off Color Brewing,Belgian Saison,4.80
14225,18,I Should Gose,3.63,Canton Brew Works,Leipzig Gose,5.25
14226,18,Jam Right,3.55,Forbidden Root Restaurant & Brewery,Fruit and Field Beer,4.70
14227,18,Lactating Pumpkin of Death,3.49,Canton Brew Works,American Imperial Stout,7.00
14228,18,Land & Sea Dept. Pale Ale,3.27,Hopewell Brewing Co.,American Pale Ale (APA),5.00
14229,18,Lightning Will,3.96,On Tour Brewing Company,German Pilsner,5.00
14230,18,Mind the Gap (in my forehead),3.37,Canton Brew Works,American IPA,6.80
14231,18,Mutha’uckin IPA,3.82,Canton Brew Works,American Black Ale,8.00
14232,18,Off Black,3.79,Hopewell Brewing Co.,German Schwarzbier,4.80
14233,18,Paradise Waits,3.81,On Tour Brewing Company,American IPA,7.50
14234,18,Roland The Headless Assistant Brewer,3.83,Piece Brewery & Pizzeria,English Oatmeal Stout,5.50
14235,18,"Star Lord’s Pants Off, Dance Off",3.59,Canton Brew Works,American IPA,7.20
14236,18,Straight From the Tesseract,3.75,Canton Brew Works,American IPA,7.20
14237,18,Strange Times,3.75,Canton Brew Works,American IPA,6.90
14238,18,Ten Tickles,3.81,Short's Brewing Company,American Brut IPA,7.80
14239,18,The One Percent,4.35,Off Color Brewing,Leipzig Gose,6.00
14240,18,Very Very Far,4.0,Off Color Brewing,Belgian Pale Ale,6.00
14241,18,Working Mom,4.38,Revolution Brewing,American Brown Ale,13.20
14242,18,18 B Pale Ale,4.0,Hop Nuts Brewing,American Pale Ale (APA),5.70
14243,18,Apricot Peach Rhubarb Fruitsicle,3.5,Odd Side Ales,American Wild Ale,4.50
14244,18,BA Renny DIPA,3.78,Pigeon Hill Brewing Company,American Imperial IPA,9.40
14245,18,BBA Disco Burrito Party,3.56,Canton Brew Works,American Porter,8.50
14246,18,Batch #026,4.91,Nowhere In Particular Brewing,American Wild Ale,5.50
14247,18,Batch #029,3.6,Nowhere In Particular Brewing,American Wild Ale,4.80
14248,18,Batch 5000,4.26,Short's Brewing Company,American Imperial IPA,14.60
14249,18,Bourbon Barrel-Aged Mexican Biscotti Toasted Coconut Cake Break,4.59,Evil Twin Brewing,American Imperial Stout,10.50
14250,18,Buzz en Fuego,4.09,Arbor Brewing Company,American IPA,6.80
14251,18,Champion Brut,4.08,Brewery Vivant,American Brut IPA,7.00
14252,18,Crop Duster,3.48,Grand Armory Brewing,American IPA,7.30
14253,18,Goodnight Bodacious,3.74,Short's Brewing Company,American Black Ale,9.00
14254,18,Gourd Vibrations,3.54,Banger Brewing,American Stout,6.50
14255,18,Hopathon IPA,4.12,Hop Nuts Brewing,American IPA,7.00
14256,18,I am Broot,3.73,Arbor Brewing Company,American Brut IPA,7.00
14257,18,In Love with the Cacao,3.41,Hop Nuts Brewing,American Stout,6.00
14258,18,Lost Souls,4.33,Evil Twin Brewing,New England IPA,7.00
14259,18,Madre Picante!,3.24,Maumee Bay Brewing Company,American Pale Ale (APA),5.60
14260,18,MisbeHazin’ IPA,3.94,Hop Nuts Brewing,New England IPA,8.20
14261,18,O.P.G.,3.67,Batch Brewing Company,New England IPA,10.00
14262,18,Perrin Reserve,4.22,Perrin Brewing Co.,Russian Imperial Stout,12.80
14263,18,Purest Form,3.75,Short's Brewing Company,English Oatmeal Stout,7.70
14264,18,Raspberry Peach Fruitsicle,3.87,Odd Side Ales,American Wild Ale,4.50
14265,18,Razz Belgian Pale,3.97,Hop Nuts Brewing,Belgian Pale Ale,6.90
14266,18,Rocktoberfist,3.79,Canton Brew Works,German Märzen / Oktoberfest,5.80
14267,18,So Brutiful,3.56,Canton Brew Works,American Brut IPA,6.10
14268,18,Special Agent Cooper,3.29,Arbor Brewing Company,American Blonde Ale,5.10
14269,18,Stuck in our Haze,3.61,Hop Nuts Brewing,New England IPA,8.00
14270,18,Tangerine Guava Fruitsicle,3.56,Odd Side Ales,American Wild Ale,4.50
14271,18,Vanilla Oak Aged Yeti,3.51,Great Divide Brewing Company,Russian Imperial Stout,9.50
14272,18,Wheezin' The Juice,3.91,Grand Armory Brewing,New England IPA,6.30
14273,423,Dogmatic,4.26,Bike Dog Brewing Company,American Imperial IPA,8.00
14274,299,Double Dry Hopped A Street IPA,4.66,Trillium Brewing Company,New England IPA,7.20
14275,122,Doubled-Up IPA,4.0,Revision Brewing Company,American Imperial IPA,8.00
14276,423,Dragon's Milk Reserve - Coconut Rum Barrel,4.03,New Holland Brewing Company,American Imperial Stout,11.00
14277,423,Extremis,4.48,Moonraker Brewing Company,American Imperial IPA,10.10
14278,423,Golden Guava,2.83,Track 7 Brewing Co.,American IPA,6.50
14279,423,Pechish Woods,3.99,Cisco Brewers Inc.,American Wild Ale,4.90
14280,423,Ramjet Whiskey Barrel Aged Imperial Stout,4.41,Boatrocker Brewing Company,Russian Imperial Stout,10.20
14281,363,Sukahop,3.82,Track 7 Brewing Co.,American IPA,6.50
14282,423,Wild Feijoa Sour Ale 2013,4.13,8 Wired Brewing Co.,American Wild Ale,9.50
14283,423,Y33,4.59,Moonraker Brewing Company,New England IPA,7.20
14284,423,Zulu Haze,4.22,Moonraker Brewing Company,New England IPA,7.20
14285,322,Captain Stout,3.75,Alpine Beer Company,American Stout,6.00
14286,423,Hop Hog,4.12,Feral Brewing Co.,American IPA,5.80
14287,423,HopArt IPA,3.96,COAST Brewing Company,American IPA,7.70
14288,423,Imperial Eclipse Stout - Heaven Hill Rittenhouse Rye,4.35,FiftyFifty Brewing Co.,American Imperial Stout,11.90
14289,423,Imperial Eclipse Stout - Old Fitzgerald,4.38,FiftyFifty Brewing Co.,American Imperial Stout,9.50
14290,423,Imperial Eclipse Stout - Spanish 30-Year Rum,4.14,FiftyFifty Brewing Co.,American Imperial Stout,11.90
14291,423,Lumpen IPA,3.86,Marz Community Brewing,American IPA,6.20
14292,423,Road Slush Stout,3.54,New Glarus Brewing Company,English Oatmeal Stout,6.20
14293,423,Sly Fox,3.96,Feral Brewing Co.,American Blonde Ale,4.70
14294,232,Smoked Porter - Vanilla Bean,4.3,Stone Brewing,Smoke Porter,5.90
14295,423,Song Of The South,3.98,Lazy Magnolia Brewing Company,Berliner Weisse,3.50
14296,423,Ten FIDY - Wild Turkey Barrel-Aged,4.4,Oskar Blues Grill & Brew,American Imperial Stout,11.00
14297,295,Twisted Galaxy,4.21,Toppling Goliath Brewing Company,New England IPA,8.00
14298,423,Watermelon Warhead,4.41,Feral Brewing Co.,Berliner Weisse,2.90
14299,179,ZeeLander,4.25,Toppling Goliath Brewing Company,American IPA,5.50
14300,694,10 Barrel IPA,3.68,10 Barrel Brewing Co.,American IPA,6.50
14301,860,6060 Stout,3.59,Jasper Brewing Co. Brew Pub & Eatery,Irish Dry Stout,4.20
14302,860,Backbone Chocolate Espresso Stout,3.79,Boneyard Beer Company,American Stout,6.00
14303,860,Black 13,4.24,Boneyard Beer Company,American Stout,5.20
14304,580,Dark Persuasion German Chocolate Ale,4.19,Icicle Brewing Company,American Porter,6.50
14305,860,Diablo Rojo,3.77,Boneyard Beer Company,American Amber / Red Ale,5.50
14306,203,Inversion IPA,3.8,Deschutes Brewery,American IPA,6.80
14307,860,Smoke And Mirrors,4.09,Coal Harbour Brewing Company,Smoke Beer,8.50
14308,1094,BREWtality - Espresso Black Bier,4.0,Midnight Sun Brewing Co.,German Schwarzbier,9.70
14309,279,Barrel Aged Russian Interference,4.17,Angry Chair Brewing,American Imperial Stout,10.50
14310,1094,Bogart Blondie,4.08,Levante Brewing Company,English Sweet / Milk Stout,13.10
14311,1094,Chimay Grande Réserve 2016 A.D.S. Limited Edition,4.0,Bières de Chimay,Belgian Strong Dark Ale,9.00
14312,1094,Chimay Grande Réserve Vieillie En Fûts De Bois / Barrel Aged (2016),4.0,Bières de Chimay,English Strong Ale,10.50
14313,363,Citraholic,3.85,Beachwood BBQ & Brewing,American IPA,7.10
14314,1094,Coconut Cream Stout,3.75,R.S. Taylor & Sons Brewing,American Stout,6.00
14315,1094,Go Fluff Your Nutter,3.79,NOBO Brewing Company,American Brown Ale,6.00
14316,1094,Hop Gradient,4.1,Ology Brewing Company,American Imperial IPA,8.25
14317,1094,IX - Deathstill Hazy DIPA,3.75,Adroit Theory Brewing Company,American Imperial IPA,8.10
14318,1094,Lord Adrian,4.25,Ology Brewing Company,Belgian Strong Pale Ale,8.50
14319,279,Manson Lamps,4.53,Cigar City Brewing,American Imperial Stout,?
14320,1094,Mayor's Isle Batch #2,4.15,Prairie Artisan Ales,American Imperial Stout,14.00
14321,1094,Melonball Run IPA,3.67,Late Start Brewing,American IPA,6.00
